,Name,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Price
460,Hyundai Grand i10,2017,14000,Diesel,First,459999
461,Tata Manza Aqua,2013,47000,Diesel,First,295000
462,Honda City 1.5,2011,48466,Petrol,First,326000
463,Hyundai Santro Xing,2008,46000,Petrol,Second,222000
464,Toyota Innova 2.5,2012,162663,Diesel,First,1050000
465,Maruti Ciaz 1.3,2017,25142,Diesel,First,826000
466,Toyota Fortuner 4x4,2013,69000,Diesel,First,1445000
467,Ford Fiesta 1.6,2009,80524,Petrol,Second,250000
468,Mercedes-Benz E-Class E,2018,26405,Petrol,First,5143000
469,Mercedes-Benz New C-Class,2014,45000,Diesel,First,2300000
470,Skoda Yeti Ambition,2012,64284,Diesel,First,550000
471,Hyundai Grand i10,2015,27000,Petrol,First,450000
472,Ford Figo 2015-2019,2018,3678,Petrol,First,680000
473,Skoda Octavia Ambition,2013,21000,Petrol,First,875000
474,Renault Duster 85PS,2015,67000,Diesel,Second,700000
475,Land Rover Range,2015,24000,Diesel,Second,3350000
476,Ford Figo Diesel,2011,75000,Diesel,Second,225000
477,Ford Endeavour Hurricane,2008,179000,Diesel,Second,424000
478,Toyota Fortuner 4x4,2017,47198,Diesel,First,2842000
479,Volkswagen Polo Diesel,2012,52000,Diesel,First,275000
480,Maruti Ritz VDi,2011,91000,Diesel,First,300000
481,Nissan Micra Diesel,2013,60000,Diesel,First,355000
482,Hyundai Verna 1.6,2013,37873,Diesel,First,480000
483,BMW 5 Series,2011,31000,Petrol,First,1350000
484,Mercedes-Benz GLS 350d,2017,129000,Diesel,First,5600000
485,Honda CR-V 2.4L,2004,78000,Petrol,First,399000
486,Hyundai Creta 1.6,2016,32000,Diesel,First,1550000
487,Hyundai i10 Era,2010,59000,Petrol,Second,231999
488,Mercedes-Benz A Class,2016,35437,Diesel,First,1857999
489,Maruti Ertiga VXI,2014,98000,Petrol,First,550000
490,Skoda Octavia Classic,2006,72000,Diesel,Second,320000
491,Honda Amaze VX,2015,79000,Petrol,First,400000
492,Maruti Zen LXi,2004,29000,Petrol,First,160000
493,Maruti SX4 ZXI,2013,66012,Petrol,First,415000
494,Honda Brio VX,2014,35000,Petrol,First,425000
495,Maruti Wagon R,2011,75000,Petrol,First,260000
496,Toyota Camry A/T,2008,80000,Petrol,Second,343000
497,Chevrolet Beat LS,2012,32717,Petrol,First,254999
498,Toyota Fortuner 4x4,2017,25000,Diesel,First,3200000
499,Ford Ecosport 1.5,2014,79000,Diesel,First,625000
500,Maruti Swift Vdi,2010,86000,Diesel,Second,360000
501,Mercedes-Benz S Class,2010,137000,Diesel,First,1850000
502,Honda Mobilio S,2015,25000,Petrol,Second,425000
503,Hyundai Grand i10,2017,8500,Petrol,Second,480000
504,Mahindra XUV500 AT,2015,34000,Diesel,First,1300000
505,Skoda Fabia 1.6,2012,41629,Petrol,Second,225000
506,Hyundai Santro Xing,2009,80227,Petrol,First,229999
507,Hyundai Creta 1.6,2019,8587,Petrol,First,1356000
508,Mahindra Scorpio 1.99,2017,30000,Diesel,First,1225000
509,Skoda Rapid 1.6,2013,64186,Diesel,First,376000
510,Renault Duster 110PS,2015,76427,Diesel,First,858000
511,BMW X5 xDrive,2011,75000,Diesel,First,2750000
512,Toyota Etios G,2013,27075,Petrol,First,495000
513,Maruti Wagon R,2012,30000,Petrol,First,330000
514,Hyundai Creta 1.6,2016,69434,Petrol,First,800000
515,Maruti Celerio VXI,2014,56000,Petrol,First,279000
516,Land Rover Range,2017,49275,Diesel,First,4564000
517,Chevrolet Beat LT,2014,8700,Petrol,First,254999
518,Tata Nano Twist,2014,18000,Petrol,Second,100000
519,Audi A6 2011-2015,2017,41041,Diesel,First,3756000
520,Mercedes-Benz E-Class 280,2009,80464,Diesel,Second,928999
521,Maruti Swift VXI,2019,20667,Petrol,First,637000
522,Fiat Linea T,2013,60283,Petrol,First,298000
523,Maruti Swift VXI,2017,31696,Petrol,First,575000
524,Toyota Fortuner 3.0,2010,100000,Diesel,First,1300000
525,Maruti Ertiga ZXI,2014,13361,Petrol,First,680000
526,BMW 3 Series,2010,48394,Petrol,First,1049000
527,Maruti Ertiga VXI,2014,47399,Petrol,First,560000
528,Honda City 1.5,2010,69000,Petrol,Second,285000
529,Hyundai Santa Fe,2013,65278,Diesel,First,836000
530,Tata Indigo LS,2005,108000,Diesel,First,100000
531,Mercedes-Benz E-Class 2009-2013,2010,50645,Petrol,Second,1075000
532,Maruti Swift Dzire,2011,130002,Diesel,First,385000
533,Ford Fiesta Classic,2012,107000,Diesel,First,300000
534,Honda City i,2015,41950,Petrol,First,960000
535,Toyota Fortuner 4x2,2012,109000,Diesel,First,1325000
536,Honda Amaze VX,2016,9000,Petrol,First,575000
537,Hyundai i20 Asta,2014,43900,Diesel,First,675000
538,Chevrolet Enjoy TCDi,2013,64000,Diesel,Second,484999
539,Mercedes-Benz New C-Class,2019,13190,Petrol,First,3899000
540,Maruti SX4 ZXI,2009,77652,Petrol,First,285000
541,Toyota Innova 2.5,2012,55000,Diesel,First,951000
542,BMW 5 Series,2012,59900,Diesel,Second,1850000
543,Renault Duster 110PS,2015,73539,Diesel,First,675000
544,BMW X1 sDrive,2017,31645,Diesel,First,2940000
545,Honda City ZX,2009,69690,Petrol,First,329000
546,Maruti Ciaz RS,2016,41000,Diesel,First,950000
547,Maruti Swift Dzire,2010,109200,Petrol,Second,220000
548,Mahindra XUV500 W6,2012,80000,Diesel,First,650000
549,Honda Civic 2006-2010,2007,51000,Petrol,First,490000
550,Maruti Ertiga ZDI,2013,105000,Diesel,Second,675000
551,Toyota Etios Liva,2013,179000,Diesel,First,380000
552,Audi TT 2.0,2013,12100,Petrol,First,2950000
553,Skoda Rapid 1.5,2017,31000,Diesel,First,1050000
554,Volkswagen Polo 1.5,2015,50000,Diesel,First,620000
555,Skoda Laura 1.9,2009,48000,Diesel,First,500000
556,Mahindra Renault Logan,2007,35000,Diesel,First,229999
557,Toyota Innova Crysta,2016,100200,Diesel,First,1700000
558,BMW 3 Series,2014,47000,Diesel,First,2550000
559,Honda Jazz 1.5,2015,63642,Diesel,First,565000
560,Honda Amaze VX,2015,62550,Diesel,First,560000
561,Jaguar XF 2.2,2015,37340,Diesel,First,2998000
562,Maruti Swift Dzire,2016,38461,Diesel,First,739000
563,Jeep Compass 2.0,2018,29000,Diesel,First,1900000
564,Toyota Corolla Altis,2010,31000,Petrol,First,500000
565,Honda City 1.5,2011,42086,Petrol,First,335000
566,Maruti Swift ZXI,2013,49000,Petrol,First,445000
567,Hyundai Verna 1.6,2019,77240,Diesel,First,831000
568,Mahindra Bolero ZLX,2012,105000,Diesel,Second,600000
569,Maruti Swift VDI,2014,35000,Diesel,First,525000
570,Hyundai Santro Xing,2006,83072,Petrol,First,140000
571,Audi A6 2011-2015,2012,202082,Diesel,First,1230000
572,Ford Ikon 1.3,2004,129000,Petrol,Third,150000
573,Volkswagen Polo 1.5,2018,33558,Diesel,First,811999
574,Mahindra Bolero VLX,2012,60271,Diesel,First,612000
575,Honda City i,2017,45366,Diesel,First,1088000
576,Chevrolet Sail Hatchback,2014,9500,Petrol,First,350000
577,Hyundai i20 1.2,2016,42362,Petrol,First,615000
578,BMW X1 sDrive,2016,21000,Diesel,First,3300000
579,BMW X1 sDrive,2012,15200,Diesel,First,1350000
580,Toyota Fortuner 4x2,2015,43690,Diesel,First,1711000
581,Audi Q7 4.2,2014,79926,Diesel,First,2977000
582,Maruti Ertiga VDI,2013,53073,Diesel,First,595000
583,Hyundai i20 1.2,2015,59000,Petrol,First,575000
584,Mercedes-Benz S Class,2006,47088,Petrol,Second,1900000
585,Renault Duster 85PS,2014,55000,Diesel,First,475000
586,Mahindra Quanto C2,2013,80430,Diesel,Second,330000
587,Toyota Fortuner 4x2,2013,71932,Diesel,First,1650000
588,BMW X5 2014-2019,2014,19000,Diesel,First,4400000
589,Maruti Swift Dzire,2011,81759,Diesel,First,438999
590,Maruti Swift LDI,2018,52010,Diesel,First,620000
591,Audi A6 2011-2015,2016,58953,Petrol,First,2422000
592,Mitsubishi Pajero 2.8,2008,93000,Diesel,Third,545000
593,Jaguar XF 2.2,2016,10000,Diesel,First,4400000
594,Toyota Innova Crysta,2019,40674,Diesel,First,2482000
595,Skoda Octavia Ambition,2015,50000,Diesel,First,1169000
596,Toyota Corolla Altis,2018,1331,Petrol,First,2000000
597,Maruti Omni 8,2010,60000,Petrol,First,145000
598,Mercedes-Benz GLC 220d,2018,10003,Diesel,First,4850000
599,Volkswagen Vento 1.5,2016,25000,Diesel,First,944999
600,Mahindra XUV500 W10,2015,73000,Diesel,First,1250000
601,Nissan Terrano XL,2014,59962,Diesel,First,690000
602,Hyundai Verna 1.6,2012,72000,Diesel,Second,580000
603,BMW 5 Series,2016,20967,Diesel,First,4456000
604,Mahindra Scorpio S4,2015,35000,Diesel,Second,850000
605,Hyundai Verna 1.6,2017,38056,Diesel,First,1070000
606,Audi Q7 3.0,2009,94000,Diesel,Second,1200000
607,Chevrolet Aveo U-VA,2010,64236,Petrol,First,244000
608,Mahindra Bolero ZLX,2000,124000,Diesel,First,195000
609,Hyundai Xcent 1.2,2014,7400,Petrol,First,434999
610,Toyota Innova Crysta,2017,52000,Diesel,First,1750000
611,Hyundai EON Era,2015,68764,Petrol,First,290000
612,Volkswagen Polo Diesel,2013,64000,Diesel,First,290000
613,Maruti Vitara Brezza,2016,21558,Diesel,First,890000
614,BMW 3 Series,2013,37500,Diesel,First,1675000
615,Hyundai EON Sportz,2016,14077,Petrol,First,395000
616,Honda City 1.5,2009,70000,Petrol,First,210000
617,Honda Accord 2.4,2011,54316,Petrol,Second,429000
618,Mahindra Xylo E8,2009,90764,Diesel,First,385000
619,BMW 3 Series,2009,137000,Diesel,Second,900000
620,Honda City V,2013,127000,Petrol,Second,450000
621,Mahindra XUV500 W10,2016,51884,Diesel,First,1246000
622,Hyundai i20 Asta,2014,67407,Diesel,First,465000
623,Toyota Fortuner 4x2,2014,107825,Diesel,First,2050000
624,Mahindra Bolero DI,2006,82453,Diesel,First,290000
625,Maruti Esteem Vxi,2007,30441,Petrol,First,145000
626,Hyundai Santro LS,2002,70000,Petrol,Third,65000
627,Mini Cooper 5,2016,11000,Diesel,First,2950000
628,Audi Q3 35,2015,61000,Diesel,First,2500000
629,Hyundai i20 Sportz,2013,48454,Petrol,Second,350000
630,Tata Safari Storme,2017,37000,Diesel,First,1125000
631,Honda BR-V i-DTEC,2017,32249,Diesel,First,1079000
632,Volkswagen Jetta 2013-2015,2013,58000,Diesel,First,590000
633,Hyundai Xcent 1.2,2017,28360,Petrol,First,512000
634,Maruti Ignis 1.2,2017,7000,Petrol,First,570000
635,BMW 5 Series,2016,19658,Diesel,First,3584000
636,Ford Ikon 1.3,2007,92000,Petrol,First,125000
637,Hyundai i10 Sportz,2013,25000,Petrol,First,265000
638,Hyundai Verna 1.6,2016,37882,Diesel,First,919000
639,BMW 3 Series,2014,69330,Diesel,First,2350000
640,Mercedes-Benz E-Class 2009-2013,2011,61000,Petrol,First,1250000
641,Chevrolet Beat Option,2010,35000,Petrol,Second,150000
642,Hyundai Santro Xing,2004,200000,Petrol,First,80000
643,Tata Indica DLS,2009,82000,Diesel,Second,75000
644,Mahindra XUV500 W8,2012,72450,Diesel,First,810000
645,Maruti Ciaz ZDi,2017,36381,Diesel,First,975000
646,Mercedes-Benz New C-Class,2017,25559,Diesel,First,3793000
647,Honda City ZX,2005,100000,Petrol,Third,196000
648,Toyota Fortuner 4x2,2015,94000,Diesel,First,2050000
649,Maruti Alto K10,2011,64357,Petrol,First,275000
650,Hyundai i20 1.4,2009,47000,Diesel,First,280000
651,Honda BRV i-VTEC,2017,18000,Petrol,First,925000
652,Toyota Corolla Executive,2007,89000,Petrol,First,300000
653,Audi A6 2011-2015,2014,49964,Diesel,First,2389000
654,Toyota Innova 2.5,2014,35000,Diesel,First,1275000
655,Hyundai Grand i10,2014,64000,Diesel,First,415000
656,Volkswagen Vento IPL,2013,36000,Petrol,First,465000
657,Toyota Innova 2.5,2012,78600,Diesel,First,890000
658,Hyundai Verna CRDi,2008,170000,Diesel,Second,150000
659,Maruti Ritz VDi,2015,65000,Diesel,Second,327000
660,Audi Q7 3.0,2008,120300,Diesel,Second,1800000
661,Hyundai i20 Asta,2016,21000,Petrol,First,630000
662,Maruti Vitara Brezza,2017,18108,Diesel,First,1131000
663,Honda City i,2014,58407,Petrol,First,616000
664,Maruti Ciaz ZXi,2014,49500,Petrol,First,600000
665,Nissan Sunny XV,2013,37199,Petrol,First,543000
666,Volkswagen Polo Diesel,2012,62000,Diesel,First,465000
667,Maruti Ertiga ZDI,2015,59000,Diesel,First,750000
668,Maruti Swift Dzire,2015,60000,Diesel,First,625000
669,Mercedes-Benz New C-Class,2007,39037,Diesel,First,925000
670,Honda Brio S,2013,17003,Petrol,First,315000
671,Hyundai i10 Magna,2008,80400,Petrol,First,229999
672,Hyundai Verna 1.6,2012,75200,Diesel,First,525000
673,Maruti Ciaz VDI,2017,41217,Diesel,First,740000
674,Ford Ikon 1.3,2006,98293,Petrol,Second,155000
675,Volkswagen Polo 1.2,2017,54000,Petrol,Second,600000
676,Honda Jazz 1.2,2016,17377,Petrol,First,590000
677,Honda Amaze EX,2013,33800,Diesel,Second,470000
678,Hyundai i20 Asta,2015,86157,Diesel,First,650000
679,Maruti Ritz VDi,2012,146824,Diesel,First,355000
680,Honda City V,2014,55000,Petrol,First,710000
681,Skoda Superb 1.8,2010,53293,Petrol,First,600000
682,Maruti Vitara Brezza,2017,38000,Diesel,First,799000
683,Hyundai i20 Asta,2009,64000,Petrol,Second,409999
684,Maruti Alto K10,2017,25058,Petrol,First,395000
685,Hyundai EON Era,2016,36700,Petrol,First,438000
686,Hyundai i10 Sportz,2011,35000,Petrol,First,275000
687,Mercedes-Benz SLK-Class SLK,2016,22732,Petrol,First,5554000
688,Audi A6 2.0,2014,48000,Diesel,First,2900000
689,Ford EcoSport 1.5,2013,62084,Diesel,First,660000
690,Volkswagen Passat Highline,2012,39273,Diesel,First,699000
691,Toyota Innova Crysta,2017,64798,Diesel,First,1875000
692,Ford Figo Diesel,2010,100002,Diesel,Third,128000
693,Chevrolet Aveo 1.4,2006,78000,Petrol,Third,120000
694,Maruti Ritz LXi,2013,57717,Petrol,First,430999
695,Land Rover Freelander,2011,109000,Diesel,First,1650000
696,Hyundai Grand i10,2017,74515,Petrol,First,564000
697,Ford Endeavour 3.2,2017,50484,Diesel,First,3112000
698,Audi Q5 2008-2012,2013,13452,Diesel,First,2546000
699,Hyundai Verna 1.6,2017,37688,Petrol,First,788000
700,Mercedes-Benz E-Class 2015-2017,2017,34000,Diesel,First,3600000
701,Mercedes-Benz M-Class ML,2014,120000,Diesel,First,3000000
702,Maruti Swift Dzire,2008,64000,Petrol,Second,285000
703,Honda City 1.3,2011,100000,Petrol,First,350000
704,Renault Duster 85PS,2014,75000,Diesel,First,750000
705,Mercedes-Benz New C-Class,2012,86000,Diesel,First,1900000
706,BMW X5 xDrive,2015,69000,Diesel,First,5400000
707,Hyundai Xcent 1.2,2015,41721,Petrol,First,470000
708,Maruti Dzire AMT,2017,13000,Petrol,First,850000
709,BMW 3 Series,2013,38998,Diesel,First,1700000
710,Maruti Alto 800,2017,54250,Petrol,First,351000
711,Audi A4 2.0,2013,45979,Diesel,Second,1950000
712,Mini Cooper S,2012,37000,Petrol,Second,1700000
713,Audi Q7 3.0,2015,46983,Diesel,Second,4335000
714,Chevrolet Beat Diesel,2012,40700,Diesel,First,265000
715,Maruti Wagon R,2015,43828,Petrol,First,352000
716,Nissan Terrano XV,2016,53000,Diesel,First,625000
717,BMW 3 Series,2015,100000,Diesel,First,2475000
718,Maruti Swift Dzire,2015,19000,Petrol,First,525000
719,Skoda Yeti Elegance,2016,84000,Diesel,First,1100000
720,Ford EcoSport 1.5,2018,37630,Petrol,First,910000
721,Hyundai i20 1.2,2010,67714,Petrol,First,325000
722,Maruti S Cross,2017,32000,Diesel,First,850000
723,Hyundai Verna Transform,2010,51000,Petrol,First,310000
724,BMW 3 Series,2015,58390,Diesel,First,1986000
725,Hyundai Grand i10,2017,14000,Diesel,First,490000
726,Honda City i-VTEC,2014,55818,Petrol,Second,570000
727,Maruti Swift 1.3,2006,97800,Petrol,Third,175000
728,Maruti Swift VDI,2012,52241,Diesel,First,290000
729,Maruti Baleno Zeta,2018,25433,Diesel,First,783000
730,Tata Safari Storme,2015,40611,Diesel,First,815000
731,Hyundai Accent GLS,2008,72000,Petrol,Second,200000
732,Maruti Swift LDI,2016,54631,Diesel,First,625000
733,Maruti Swift VDI,2007,60000,Diesel,Second,340000
734,Tata Nano XTA,2016,24941,Petrol,First,319000
735,Maruti Ertiga VDI,2017,63939,Diesel,First,775000
736,Maruti Celerio VXI,2014,35214,Petrol,Second,320000
737,Maruti Swift VDI,2015,63000,Diesel,First,490000
738,Volkswagen Vento Petrol,2012,121377,Petrol,First,380000
739,Volkswagen Jetta 2007-2011,2009,100970,Diesel,First,400000
740,Mini Cooper 5,2014,60000,Diesel,Second,2350000
741,Tata Indica V2,2008,77650,Diesel,First,114999
742,Hyundai Santro Xing,2007,71297,Petrol,First,220000
743,Land Rover Range,2008,55001,Diesel,Second,2650000
744,Honda City i-VTEC,2015,18955,Petrol,First,1065000
745,Jaguar XF 2.2,2016,47877,Diesel,First,3568000
746,Mercedes-Benz E-Class 2015-2017,2017,43368,Diesel,First,3194000
747,Chevrolet Cruze LTZ,2011,73000,Diesel,Third,420000
748,Mahindra XUV500 W8,2015,72007,Diesel,First,990000
749,Mercedes-Benz New C-Class,2014,56778,Petrol,First,1546000
750,Honda Jazz VX,2018,20024,Petrol,First,846000
751,Toyota Etios G,2013,42103,Petrol,First,325000
752,Maruti Alto LXi,2012,67147,Petrol,First,260000
753,Maruti Swift VXI,2016,37806,Petrol,First,520000
754,Maruti A-Star Vxi,2009,85000,Petrol,Third,180000
755,Tata Nano Lx,2011,35000,Petrol,First,160000
756,Ford Figo Titanium,2015,72035,Diesel,First,250000
757,Fiat Linea Emotion,2011,48500,Petrol,First,250000
758,Ford Figo Aspire,2017,28854,Petrol,First,670000
759,Maruti Baleno LXI,2005,92450,Petrol,First,120000
760,BMW 3 Series,2016,14351,Diesel,First,3554999
761,Chevrolet Cruze LTZ,2017,51087,Diesel,First,775000
762,Mahindra Scorpio 2.6,2005,50000,Diesel,First,194000
763,Tata Indica V2,2016,73000,Diesel,First,220000
764,Chevrolet Cruze LTZ,2011,60000,Diesel,First,380000
765,Toyota Innova 2.5,2016,50000,Diesel,First,1565000
766,Mercedes-Benz New C-Class,2018,36797,Diesel,First,3947000
767,Maruti Ritz VXi,2011,50000,Petrol,Second,150000
768,Toyota Innova 2.5,2013,94000,Diesel,First,885000
769,Toyota Fortuner 4x4,2013,74000,Diesel,Second,1789999
770,Hyundai i10 Sportz,2014,41016,Petrol,Second,508000
771,Hyundai Verna 1.6,2012,67000,Diesel,First,625000
772,Audi Q3 2012-2015,2015,76927,Diesel,First,2275000
773,Chevrolet Beat LS,2010,17088,Petrol,First,146000
774,Ford Fiesta 1.4,2007,112808,Diesel,Second,204999
775,Ford Figo Diesel,2014,74980,Diesel,First,408000
776,Maruti Celerio VXI,2014,44600,Petrol,First,455000
777,Mercedes-Benz A Class,2013,37000,Diesel,First,1400000
778,Hyundai Creta 1.6,2016,21000,Petrol,First,1090000
779,Maruti Wagon R,2010,81245,Petrol,First,245000
780,Mercedes-Benz E-Class 2009-2013,2013,70000,Diesel,First,1580000
781,Ford EcoSport 1.5,2017,4018,Petrol,First,825000
782,Renault Koleos 2.0,2013,70000,Diesel,Second,850000
783,Mahindra XUV500 W10,2016,56532,Diesel,First,1554000
784,Maruti Omni E,2013,26875,Petrol,First,235000
785,Maruti Wagon R,2015,72599,Petrol,First,432000
786,Ford Endeavour XLT,2008,205000,Diesel,Second,390000
787,Hyundai Verna 1.6,2011,98000,Diesel,Second,520000
788,Hyundai i20 Magna,2018,19500,Petrol,First,585000
789,Maruti Ertiga ZXI,2013,68000,Petrol,Second,625000
790,Mahindra XUV500 W9,2019,19654,Diesel,First,1763000
791,Maruti SX4 S,2017,26000,Diesel,First,975000
792,Mercedes-Benz SLK-Class SLK,2015,10000,Petrol,First,5500000
793,Volkswagen Polo Diesel,2011,75020,Diesel,First,409999
794,Toyota Fortuner 4x4,2011,157000,Diesel,First,1199000
795,Mahindra XUV500 W10,2017,43773,Diesel,First,1354000
796,Mercedes-Benz GLE 250d,2016,21000,Diesel,First,5600000
797,Honda Jazz 1.2,2016,23280,Petrol,First,650000
798,Maruti Swift Dzire,2013,88000,Diesel,First,475000
799,Hyundai Verna 1.6,2014,67000,Petrol,First,560000
800,Ford Endeavour 3.2,2017,59636,Diesel,First,2920000
801,Hyundai i20 1.2,2018,11000,Petrol,First,635000
802,Honda City 1.5,2013,60669,Petrol,First,495000
803,Honda Amaze VX,2018,12000,Diesel,First,850000
804,Hyundai Verna 1.6,2013,35000,Petrol,First,450000
805,Honda Mobilio S,2015,65000,Diesel,First,550000
806,Maruti Ertiga ZDI,2013,39929,Diesel,First,656000
807,Maruti Alto K10,2014,49000,Petrol,First,229999
808,Toyota Qualis FS,2004,77757,Diesel,Second,350000
809,Hyundai i10 Sportz,2016,21456,Petrol,First,455000
810,Skoda Laura 1.9,2009,74000,Diesel,Second,775000
811,Hyundai i20 Asta,2015,37000,Petrol,Second,525000
812,BMW 5 Series,2013,108640,Diesel,First,2329000
813,BMW 3 Series,2016,38000,Diesel,First,2399000
814,Chevrolet Aveo 1.4,2010,80000,Petrol,First,179000
815,Mercedes-Benz E-Class 2009-2013,2011,47000,Diesel,Second,1390000
816,Audi A6 2011-2015,2013,31000,Diesel,First,1895000
817,Maruti Wagon R,2014,40000,Petrol,First,249000
818,Renault KWID RXT,2016,4152,Petrol,First,315000
819,Volkswagen Ameo 1.5,2017,51000,Diesel,First,645000
820,Volkswagen Polo Diesel,2013,55000,Diesel,First,425000
821,Maruti Alto 800,2014,58500,Petrol,First,275000
822,Hyundai i20 Asta,2017,58620,Petrol,First,714000
823,Toyota Etios Liva,2012,29605,Petrol,First,244000
824,Hyundai i20 1.2,2012,71172,Petrol,Third,350000
825,Hyundai i20 1.4,2017,12000,Diesel,First,730000
826,Maruti Wagon R,2014,25000,Petrol,First,275000
827,Hyundai i20 1.4,2017,43000,Diesel,Second,819999
828,Volkswagen Polo GT,2015,57022,Petrol,First,651000
829,Ford Figo Diesel,2015,92000,Diesel,First,425000
830,Maruti Swift ZXI,2014,33372,Petrol,Second,621000
831,Hyundai Grand i10,2016,52625,Diesel,First,458000
832,Mahindra Xylo H4,2016,215000,Diesel,First,750000
833,Maruti Alto Green,2012,65537,CNG,First,210000
834,Hyundai i10 Magna,2014,60138,Petrol,First,409000
835,Skoda Octavia Elegance,2014,84000,Diesel,First,1075000
836,BMW X5 2014-2019,2014,47000,Diesel,First,4150000
837,Maruti Celerio VXI,2014,33450,Petrol,First,440000
838,Volkswagen Vento Diesel,2013,125000,Diesel,Second,625000
839,BMW 3 Series,2011,99606,Diesel,Second,1050000
840,Maruti Ertiga ZDI,2014,64000,Diesel,First,725000
